,category,sub_category,techs
109,Customer Management,Feedback Analytics,"['Mopinion' 'Nexthink' 'Feedback Ferret' 'Pulse Insights' 'Promoter.io'
 'Zonka' 'Informizely' 'Apptentive' 'Receptive' 'Chattermill' 'Keatext'
 'Plot' 'Idiomatic' 'Conflux' 'eZee iFeedback' 'Advize'
 'Statbot (Analytics for Intercom)' 'Inquisium' 'Synapsify' 'Boolean']"
110,Customer Management,Mobile Customer Support,"['BoldChat' 'UserCare' 'KeyReply' 'OwnerListens' 'Agent.ai' 'tuul'
 'Sparkcentral' 'LiveChat 24/7' 'Hotline' 'Chat Center' 'Hipmob'
 'HelpStack' 'APertain' 'Appunfold']"
111,Customer Management,Cobrowsing,"['My LiveChat' 'BoldChat' 'Giosg' 'Upscope' 'Online Chat Centers'
 'GotLiveChat' '1Click' 'Glance Networks' 'Netop Live Guide']"
112,Customer Management,Video Tutorial Software,"['Camtasia' 'Snagit' 'Panopto' 'iorad' 'FlashBack Recorder' 'AcademyOcean'
 'Explee' 'DemoBuilder' 'HelpHero' 'Rehearsal' 'ScreenSpace' 'Vidlet'
 'newCo']"
113,Customer Management,Customer Feedback Tools,"['SurveyMonkey' 'PollDaddy' 'Qualtrics Site Intercept' 'SurveyGizmo'
 'UserVoice' 'Usabilla' 'Qualaroo' 'Binary Fountain' 'VoiceFive'
 'iPerceptions' 'Simplesat']"
114,Customer Management,Single Customer View,"['Salesforce Interaction Studio' 'Relay42' 'Vitally' 'PipelineDeals'
 'Zaius' 'BlueVenn' 'UnifiedVU' 'Onboardify']"
115,Platform And Storage,Software Defined Storage,"['Google Cloud Storage' 'VMware vSAN' 'IBM ESS' 'VMware Virtual SAN'
 'Nexenta Storage Solutions' 'StorPool' 'HPE StoreVirtual' 'Nutanix Files'
 'NetApp FlexClone' 'Caringo Swarm' 'NetApp Cloud Volumes' 'Catbird'
 'TidalScale' 'Nutanix Objects' 'Robin' 'Dell EMC VxFlex' 'DRBD Proxy'
 'Amplidata Himalaya' 'Red Hat Gluster Server (formerly Storage Server)'
 'NetApp FlexCache' 'NetApp FlexVol' 'StrataCloud SDI' 'CloudByte'
 'Scality RING' 'Veritas InfoScale Operations Manager' 'Atlantis USX'
 'NetApp FlexShare']"
116,Platform And Storage,Proxy Servers,"['HAProxy' 'AWS Fargate' 'Charles Proxy' 'Blazing SEO' 'F5 BIG-IP Suite'
 'Luminati' 'FoxyProxy' 'Buyproxies' 'Storm Proxies'
 'Apache Traffic Server' 'ProxyMesh' 'CGIProxy' 'Trusted Proxies'
 'QuotaGuard' 'Webhooks.io' 'RotatingProxies' 'Crawlera']"
117,Platform And Storage,MS Exchange Server Hosting,"['OVH Hosted Exchange' 'Intermedia Hosted Exchange' 'MailEnable'
 '123Together Hosted Exchange Server' 'Simply Mail Solutions'
 'Exchange My Mail' 'SPAMfighter Exchange Module']"
118,Platform And Storage,Archiving,"['Microsoft Exchange Archiving' 'OpenText Archive Center'
 'Dell EMC Centera' 'Google Vault' 'Veritas Enterprise Vault' 'Smarsh'
 'Bloomberg Vault' 'Dell EMC SourceOne' 'IBM Content Manager OnDemand'
 'IBM Content Collector' 'Dell EMC DiskXtender' 'OpenText InfoArchive'
 'Informatica Data Archive' 'ArchiveOne' 'Micro Focus Digital Safe'
 'IBM InfoSphere Optim Archive' 'ARCTOOLS' 'Dell EMC PowerProtect DD'
 'CA Bundl' 'Symantec Enterprise Vault Cloud']"
119,Platform And Storage,Email Repair And Recovery,"['Stellar Phoenix Outlook PST Repair' 'SysTools Split PST Tool'
 'Aryson Outlook PST Repair' 'SysInfo Outlook PST Repair'
 'ATS OST to PST Converter' 'Enstella OST to PST Recovery'
 'MagicSoft OST Recovery' 'Kernel for IncrediMail']"
120,Platform And Storage,Email Scheduling,"['MixMax' 'RightInbox' 'GMass' 'NewtonHQ' 'Boomerang for Outlook'
 'SalesHandy' 'Gmelius' 'Polymail' 'Batched Inbox' 'LetterMeLater.com'
 'The Top Inbox' 'SendLater' 'unSend.it' 'Strike' 'EmailPlayground']"
121,Platform And Storage,Email Signatures,"['RMail' 'Exclaimer' 'MySignature' 'Sigstr' 'htmlsig'
 'Crossware Mail Signature' 'CodeTwo Email Signatures' 'Xink'
 'Opensense (formerly SenderGen)' 'SignatureSatori' 'Zippysig' 'Outpost'
 'Inky' 'Black Pearl Mail' 'MailButler' 'WiseStamp' 'BrandMyMail']"
122,Platform And Storage,Converged Infrastructure,"['Nutanix' 'VBlock' 'VMware HCI' 'Cisco FlexPod' 'Cisco HyperFlex'
 'Dell EMC VxRail' 'Oracle Exalogic' 'HPE SimpliVity' 'Scale Computing'
 'NetApp HCI' 'Open MPI' 'MPICH' 'HPE Moonshot' 'HPE Hyper Converged 380']"
123,Marketing,Multi-Level Marketing,"['Infinite MLM Software' 'Epixel Solutions' 'Cloud MLM' 'Firestorm'
 'ARM MLM Software' 'Binary MLM Software' 'IDSTC' 'Xennsoft'
 'Networx Online' 'ProMLM' 'MLM Software Central' 'SocialBug MLM'
 'EzyGold' 'Compu-Sult CS400' 'Simple MLM Software' 'MLMsoftwarePRO']"
124,Marketing,Ad Creative Management,"['Google Doubleclick' 'Steelhouse' 'Snapchat Ads' 'Innovid' 'Scoota'
 'Adacado' 'Celtra' 'Spongecell' 'Mixpo' 'Thunder CMP' 'Shakr'
 'Boost Media' 'Glispa' 'Adobe Advertising Cloud' 'Adtile' 'Flexitive'
 'AdClouds' 'Facebook Dynamic Creative Optimisation' 'Replai' 'Whichit'
 'Madyourself' 'justAd' 'Adaptive Campaigns' 'StreetSmart' 'TheLiveAds']"
125,Marketing,Local Advertising,"['Simpli.fi' 'AdWerx' 'BrightLocal' 'ReachLocal' 'DataSphere' 'OwnLocal'
 'Surefire Local' 'Brandify' 'Netsertive' 'CloudEngage' 'Eggzack'
 'MomentFeed' 'SweetIQ' 'OrangeSoda' 'Placeable' 'CampaignDrive by Pica9'
 'Solomoto' 'Yelp Advertising' 'Locatify' 'Retailigence' 'GotU' 'Saepio'
 'Signpost']"
126,Marketing,Media Monitoring,"['Dalet' 'Verizon Digital Media Services' 'Parrot Analytics' 'NewsBox'
 'MediaMonitors' 'Agility PR Solutions' 'Realeasd' 'Zignal Labs'
 'BrandMentions' 'Onclusive' 'Event Registry' 'LexisNexis Newsdesk'
 'AppToolkit' 'Verizon Volicon' 'Lapixa' 'alva'
 'Agility Media Monitoring & Analytics' 'M-Adaptive']"
127,Marketing,URL Shortener,"['TinyURL' 'Ow.ly' 'RadiumOne Po.st' 'Bitly' 'Bit.do' 'Genius Link'
 'DrumUp' 'YOURLS' 'Pixelme' 'Upflow' 'Short.cm' 'Rebrandly' 'Replug'
 'Google URL Shortener' 'gShift' 'Clkim' 'GoLinks' 'Purlem' 'MyLnk'
 'Splitter' 'TheLink.la' 'Snipli' 'Boost.Link']"
128,Marketing,Email Service Provider,"['GoDaddy Professional Email' 'Elastic Email' 'Benchmark'
 'EveryCloud Email Security' 'mailbox.org' 'Robly' 'MasterBase' 'MailPlus'
 'Pepipost' 'Pobox' 'WhatCounts' 'Adestra' 'Mithi SkyConnect' 'Thexyz'
 'Experian CheetahMail' 'Cordial' 'Yahoo! Mail' 'QuickPivot'
 'ExpressPigeon' 'MassMailer' 'ClickMail' 'eWayDirect'
 'Oracle Marketing Cloud (formerly Responsys)' 'SMTPProvider'
 'IBM Watson Campaign Automation' 'VoloMP']"
129,Marketing,Mobile Beacons,"['inMarket' 'Kontakt.io' 'ROXIMITY' 'Gimbal' 'YOOSE' 'Radius Networks'
 'euro.message' 'Beaconstac' 'BKON' 'Rover' 'SocialRetail' 'Onyx Beacon'
 'AltBeacon' 'Signal360' 'BeaconsInSpace' 'BeaconStream' 'Pushmote'
 'Beaconic' 'Proximity Kit']"
130,Finance And Accounting,Business Lending,"['Affirm' 'Fundera' 'LendingClub' 'PayPal Credit' 'OnDeck' 'Kabbage'
 'UpStart' 'FundingCircle' 'Camino Financial' 'iwoca' 'SmartBiz'
 'Auxmoney' 'CircleUp' 'Finance.it' 'Bond Street' 'CAN Capital' 'LendUp'
 'Swift Capital' 'CapitalFloat' 'LendingFront' 'PrimeRevenue'
 'Cloud Lending' 'LoanAssistant' 'Axe Finance' 'Biz2Credit' 'CGI ACLS']"
131,Finance And Accounting,Investment Portfolio Management,"['The CRE Suite' 'H&R Block At Home' 'Black Diamond Wealth Platform'
 'eFront' 'Juniper Square' 'Allvue'
 'PeopleSoft FSCM 9.2 : Deal Management' 'Advent Moxy' 'IHS Markit iLevel'
 'SS&C Geneva' 'IMS Platform' 'Covercy' 'Portfolio Valuation'
 'StockMarketEye' 'Portfolio Optimization' 'Cobalt Portfolio Management'
 'TDX' 'HedgeGuard' 'RiskValue' 'Obsidian Suite' 'Riskturn'
 'SS&C HiPortfolio' 'CGI MPower' 'CGI MVest']"
132,Finance And Accounting,Loan Servicing,"['Plaid' 'ChargeAfter' 'American First Finance' 'LendingPad'
 'Turnkey Lender' 'Nortridge Software' 'FileInvite' 'ezyCollect' 'Fortiva'
 'Progressive Leasing' 'Shaw Systems' 'The Mortgage Office'
 'AutoPal Software' 'LendFoundry' 'PerfectLO' 'The Loan Office'
 'Peach Finance' 'LoanCirrus' 'Defi Servicing' 'Tapps' 'Genesis Credit'
 'Great American Finance' 'CloudBnq' 'Lacoda' 'Canopy Servicing']"
133,Finance And Accounting,Crowdfunding,"['GoFundMe' 'Patreon' 'Kickstarter' 'Tilt' 'Indiegogo' 'MobileCause'
 'CrowdRise' 'WePay' 'Fundraise Up' 'Open Collective' 'Backerkit' 'Kimbia'
 'Republic' 'Dakota' 'DoJiggy Fundraising Software' 'Almabase' 'Celery'
 'Donately' 'MoolahSense' 'Donorhut' 'Crowdfunding Pledge' 'Fundraiser']"
134,Finance And Accounting,Trust Accounting,"['Xero' 'Clio' 'Zoho Books' 'PracticePanther Legal Case Management'
 'MyCase' 'CosmoLex' 'Actionstep' 'Rocket Matter' 'LEAP' 'Bill4Time'
 'AbacusLaw' 'LeanLaw' 'Headnote' 'TimeSolv' 'Aderant Expert Sierra'
 'CaseFox' 'Zola Suite' 'CaseFleet' 'Kurent' 'HoudiniEsq' 'uLawPractice']"
135,Finance And Accounting,Financial Fraud Detection,"['FICO Falcon Fraud Manager' 'Sift Science' 'Fiserv'
 'SAS Anti-Money Laundering' 'Tipalti AP Automation' 'Kount'
 'Nice Actimize' 'Actimize AML'
 'Oracle Financial Services Anti-Money Laundering' 'Abrigo'
 'Simility Fraud Detection' 'EastNets' 'Tonbeller' 'Wynyard AML'
 ""Banker's Toolbox BAM+"" 'pipl' 'MemberCheck'
 'IBM Counter Fraud Management' 'Ascent AML' 'CGI CACS Enterprise']"
136,Finance And Accounting,Bitcoin,"['Ethereum' 'BitPay' 'HyperLedger' 'BlockCypher' 'BitFury' 'Coinigy'
 'Snovian' 'CoinAPI' 'Pulsehyip' 'Stampery' 'Envion' 'Coinbase Merchants'
 'Skry' 'Bitwala' 'MerchantGuy' 'CoinGate' 'Blockchain Help']"
137,Finance And Accounting,Small Business Accounting,"['Intuit QuickBooks' 'SAP Business One' 'QuickBooks Pro' 'Neat'
 'QuickBooks Desktop' 'Manager' 'Bexio' 'Right Networks'
 'Flare Cloud Accounting' 'Debitoor invoicing software' 'AccountEdge Pro'
 'AccountEdge' 'Akaunting' 'iCount' 'Parasut (Edefter)' 'Evoliz'
 'Excel Transactions' 'Harpoon' 'Fiskl' 'HostBooks' 'Accountz' 'Colppy'
 'Gekko' 'Zipbooks' 'WorkingPoint' 'Cashbook Complete' 'Express Accounts'
 'Cheqbook' 'Commerce Sync' 'Microsoft Dynamics 365 For Financials'
 'Talibro.com' 'Bullet' 'Pandle' 'SlickAccount' 'billfaster.com' 'SMEasy'
 'MyBusiness' 'Thrive by Business Instruments' 'Accounter' 'Ploiter'
 'GoDaddy Bookkeeping' 'Intiza' 'Big Red Book' 'Cashflow Manager'
 'TurboCASH' 'Abila MIP Fund Accounting'
 'Passport Business Solutions (PBS) Manufacturing' 'Client Share'
 'Servicejoy' 'OnCloudERP' 'Bitwala' 'Cloud Business' 'EasyAs Accounting'
 'Clerk.AI' 'CraveInvoice' 'Easy Accountax' 'Just2Cloud' 'WiseCash'
 'Visual Bookkeeper' 'billmywork' 'Accounting CS' 'Acclux' 'Finexo']"
138,Finance And Accounting,Other Finance And Accounting,"['ProfitWell' 'Money Guide Pro' 'BlueMatrix' 'Money Tree Software'
 '360 View' 'FOUNDATION Software' 'Newtek' 'MileIQ' 'ApprovalMax'
 'Sentifi' 'Breadwinner' 'HelloWallet' 'Excel Transactions' 'ProperSoft'
 '529 QuickView' 'SkyStem ART' 'Funding Gates' 'Personetics'
 'Steelwedge Software' 'Smart RIA' 'Modano'
 'myBooks Online Accounting Software' 'RobotFX Fluid' 'AuditFile'
 'QuickBooks Hosting' 'CashNotify' 'Kuber' 'Forefield Advisor' 'Kansoly'
 'SilverSiphon' 'Plan Facts Social Security Pro' 'Aprenita' 'SAFYR'
 'ClearCollateral Platform' 'Finance Logix' 'Financial Driver' 'UNUBO'
 'Flexbooks']"
139,Finance And Accounting,Tax Management,"['Intuit Online Payroll' 'NetSuite' 'Xero' 'QuickBooks Online'
 'Bench Bookkeeping' 'TurboTax' 'BizAutomation' 'QuickBooks Self Employed'
 'H&R Block At Home' 'Sage Intacct' 'Avalara' 'Multiview' 'TaxACT'
 'CenterPoint Payroll Software' 'Gusto' 'Zoho Books' 'Spreadsheet Server'
 'Zenefits' 'FreshBooks' 'Tipalti AP Automation' 'KashFlow' 'Yendo'
 'Taxware' 'Sage 50 Canada' 'Patriot Payroll' 'Crunch' 'CosmoLex'
 'outright' 'EnterpriseIQ' 'Timesheets.com' 'ADP SmartCompliance'
 'FreeAgent' 'BQE Core' 'Elexio' 'MineralTree Invoice-to-Pay' 'Canopy'
 'TaxJar' 'Divvy' 'CentralBOS' 'TaxCloud' 'ezyCollect' 'Payment Evolution'
 'SlickPie' 'Ecount ERP' 'Billingbooth' 'Tax Credit Co' 'VersAccounts'
 'uLawPractice' 'Crunched' 'Ofipro' 'Texthog' 'Plus & Minus' 'Officewise'
 'Taxjoy']"
140,Finance And Accounting,Financial Performance Management,"['Oracle EPM' 'Oracle Hyperion Planning' 'Prophix Software' 'LucaNet'
 'OneStream XF' 'TrueSky' 'Infor d/EPM' 'BetterWorks' 'Sycle'
 'Iconixx Sales' 'deFacto' 'Kepion' 'Clear Impact Scorecard' 'Anvizent'
 'Leapfin' 'KCI CONTROL' 'FICO Blaze Advisor' 'Businest' 'CPM Software'
 'Satriun Group' 'EzzyKPI' 'Mondelio' 'Axiom EPM' 'Trufa' 'InPhase' 'GIDE'
 'Entalysis' 'SoftExpert Excellence Suite' 'TCM' 'Strategy Orchestrator'
 'Vivid Reports CPM' 'QPR Performance Management' 'Path To Scale']"
141,Finance And Accounting,Tax And Compliance Software,"['ADP RUN' 'Symmetry' 'H&R Block' 'Thomson Reuters Onvio' 'TaxSlayer'
 'Oracle Tax Reporting' 'Aria Systems' 'DrakeSoftware' 'Taxfyle'
 'Canopy Tax' 'Quaderno' 'SMARTGov' 'Intuit Lacerte' 'Intuit ProSeries'
 'Sovos' 'CSC Corptax' 'Tax1099' 'Equifax Workforce' 'Taxamo'
 'Utility Software' 'DATEV' 'Vertex Cloud' 'Taxify' 'Track1099'
 'Intuit ProConnect Tax Online' 'Greenshades' 'Chec' '1099online'
 'Octobat' 'Zenwork' 'MasterTax' 'Thomson Reuters ONESOURCE' 'Gruntworx'
 '1099 Pro' 'Sales Tax DataLINK' 'Exactor' 'OnlineFileTaxes' 'Yearli'
 'E-File Magic' 'TaxLab' 'Zip-Tax' 'CheckMark 1099'
 'CCH ProSystem fx Suite']"
142,Finance And Accounting,Accounting And Tax Services,"['PwC' 'EY' 'RSM' 'BKD' 'Moss Adams' 'VCorp Services' 'Marcum'
 'CCH ProSystem fx Tax' 'AccountingDepartment' 'Anderson Advisors' 'Pilot'
 'TaxCalc' 'inFakt' 'Early Growth Financial Services'
 'Abbott Stringham & Lynch' 'SixRed' 'Blick Rothenberg' 'SimpleKeep'
 'Merrchant' 'Excel Transactions' 'AndersenTax'
 'Thomson Reuters UltraTax CS' 'Extensis Group' 'BDO' 'HostBooks'
 'Livingston and Haynes' 'Boox' 'Xen Accounting' 'Deloitte Audit'
 'TINCheck' 'Moody Famiglietti & Andronico' 'Nomad Financial'
 'Aduro Advisors' 'Consolid8' 'GoSystem Tax RS' 'Ravix Group' 'CountUp'
 'Adelman Katz & Mond' 'Summit Accounting Services']"
143,Finance And Accounting,Claims Processing,"['Alyce' 'TriZetto Facets' 'MedNeXt+' 'Emdeon Office Suite' 'JopariPay'
 'TIA' 'ClaimSuite' 'PCRS' 'ClaimZone Enterprise Edition'
 'PLEXIS Payer Platforms' 'HEALTHsuite' 'ClaimPilot' 'Intellect Claims'
 'QuickCap' 'BrightOffice | ClaimsCRM' 'WINASAP' 'Complete Claims'
 'Advanced Insurance System' 'Claims Processing' 'Progressclaim.com'
 'CLAIMExpert' 'Panoramis' 'Ericsys' 'Risk Management Systems' 'Polygonal'
 'WebDM/WebCR' 'CaseBlocks' 'EvoClaim']"
144,Finance And Accounting,Professional Services Automation,"['Forecast' 'SherpaDesk' 'Accelo' 'Mavenlink' 'Changepoint' 'Atera'
 'CoachAccountable' 'Timewatch' 'Autotask PSA' 'allocPSA' '3YOURMIND'
 'Unanet GovCon' 'eTrack' 'Kimble PSA' 'VOGSY' 'Projector PSA'
 'TimeControl' 'Frontline PSA' 'Klient PSA' 'eSilentPARTNER'
 'Unit4 PSA Suite' 'Office Timesheets' 'Upland PSA' 'Metis'
 'Assistance Software' 'Q360 PSA' 'Beyond Software']"
145,Customer Management,Other Support,"['Reziew' 'Oxwall' 'Sparked' 'JomSocial' 'Helpwise' 'Electric'
 'Help Desk Migration' 'AgentIQ' 'Moveworks'
 'SAP Fieldglass Services Procurement' 'Primary Intelligence'
 'SAP Cloud Identity Access Governance' 'Dobility' 'AgentTime' 'APertain'
 'inGage Networks' '5Pillows' 'Spaghetti Networks' 'PhingooCRM' 'Leger'
 'ClearlyHere' 'SignupLab' 'ServiceTracker' 'CronSights']"
146,Customer Management,Other User Engagement And Feedback,"['Widgetic' 'UserGuiding' 'Pisano' 'Doorbell' 'Dovetail' 'Wiremo' 'Remesh'
 'SAP Field Service' 'Engagement Hub' 'EngagementHQ' 'ES Engage' 'UserIQ'
 'Disco' 'spoonity' 'GroHawk' 'Ackee' 'doopoll' 'ReferenceEdge' 'Celltick'
 'Howazit' 'GLIDR' 'EyesDecide' 'Eudata Customer Engagement' 'Ringorang'
 'Kling.io' 'InstantReplay.io' 'Aspect Via Customer Engagement Center']"
147,Customer Management,Social Customer Support,"['Sprout Social' 'Zendesk Support' 'CX Company' 'Swat.io' 'Brand24'
 'Vision Helpdesk' 'LiveWorld' 'Attensity' 'Sparkcentral' 'DigitalGenius'
 'Blinger' 'Modern' 'Simplify360' 'Sentiment' 'Brand Embassy' 'Engagor'
 'Cisco SocialMiner' 'Buffer Reply' 'Zanroo' 'HelpSocial' 'Airwoot'
 'SoDash' 'Bornevia' 'Pagelanes' 'InstantKB']"
148,Customer Management,Crowdsourced Feedback,"['UserTesting' 'Vision Critical' 'Lookback' 'EmailToolTester'
 'WebsiteToolTester' 'Loop11' 'Ethnio' 'InMoment' 'Viima' 'StoreMaven'
 'Waggl' 'Centercode' 'Mindswarms' 'Userinput' 'QuickMVP' 'AppToolTester'
 'Criticue' 'Pixelapse' 'HostingExperto' 'FocusGroupIt' 'ChatToolTester'
 'PeanutLabs' 'VoicePolls']"
149,Customer Management,In-App User Feedback,"['Inline Manual' 'Usersnap Classic' 'Beamer' 'Mopinion' 'UserCare'
 'TrackDuck' 'Tooltip.io' 'Pulse Insights' 'Instabug' 'Doorbell'
 'Apptentive' 'Emojics' 'Noticeable' 'Plot' 'AskingPoint' 'Bugyard'
 'Balto.io' 'Artisan' 'HelpStack' 'Appstark' 'Cycles' 'Metriculator'
 'InSite Feedback' 'BugFeedr']"
150,Customer Management,Virtual Agent,"['VirtualSpirits' 'Nuance' 'HelpOnClick Live Chat Software' 'Synthetix'
 'Voicera' 'Do You Dream Up' 'CreativeVirtual' 'HiOperator' 'True Image'
 'Eloquent Labs' 'ValueChat' 'DontGo' 'Albert' 'Voxibot the Voximal stack'
 'Anboto' 'Inforobo']"
151,Customer Management,Customer Communications Management,"['Demandforce' 'Five9' 'Twilio Communications' 'amoCRM'
 'Salesforce Digital Engagement' 'OpenText Exstream' 'Qualifio'
 'Trainerize' 'Oracle Documaker' 'UJET' 'Dimelo Digital' 'Maintel'
 'Oracle Interaction Center' 'Microsoft Customer Care Framework'
 'Interactive Intelligence Interaction Dialer' 'Preferred Patron Loyalty'
 'Demodesk' 'Interactive Intelligence Interaction Recorder'
 'Ytel Platform' 'Juphy' 'TOTUS' 'Zendesk Connect']"
152,Sales,Sales Commission Software,"['Compgun' 'SAP Commissions' 'Spiff' 'Xactly' 'Xactly Incent' 'AgencyBloc'
 'CaptivateIQ' 'PerformanceCentre' 'Performio' 'QCommission'
 'VUE Software' 'Iconixx' 'CompensationXL' 'Easy-Commission'
 'Core Commissions' 'Xactly Incent Express' 'ThinkSmartOne'
 'NetCommissions' 'Salesinteract' 'Glocent']"
153,Sales,Proposal Management,"['Salesforce CRM' 'Socket' 'RightSignature' 'Drawloop' 'PandaDoc'
 'QuoteWerks' 'Better Proposals' 'Practice Ignition' 'RFPIO' 'Loopio'
 'WorkflowMax' 'Apttus CPQ' 'Quotient' 'Bidsketch' 'Qwilr' 'Proposify'
 'Smart CPQ by FPX' 'Quote Roller' 'RFP360' 'Experlogix CPQ' 'Tilkee'
 'Octiv' 'XaitPorter' 'Apparound' 'camos Configurator'
 'Sofon Guided Selling' 'PROS Smart CPQ' 'Paperless Proposal' 'QorusDocs'
 'Bidspeed' 'SupplierSelect' 'Proposal Software, Inc.' 'Proposable']"
154,Sales,Sales Operations Management,"['Ambition' 'Oracle PeopleSoft Sales' 'CaliberMind' 'Map Business Online'
 'GamEffective' 'Forest Admin' 'PlanPlusOnline' 'ClientTether' 'Optymyze'
 'SimilarTech' 'Repbox' 'Revegy' 'Salesvue' 'OutboundWorks' 'Vtiger Sales'
 'Synygy' 'Pipeline Manager' 'Obero SPM' 'SharperAx' 'Routzy' 'Right90'
 'Plan2Win' 'Axiom SFD' 'Algoworks Opportunity Manager' 'MySalesDialerPro'
 'Incite2']"
155,Sales,Salesforce Data Maintenance,"['DemandTools' 'RingLead' 'Access Global Group' 'Insycle'
 'Odaseva for Salesforce' 'MapAnything' 'CRMfusion' 'BizProspex'
 'RampedUp' 'Duplicate Check' 'ReIntent' 'Contactous' 'YesData'
 'RocketSales' 'DupeCatcher' 'CapStorm - CopyStorm'
 'Apsona for Salesforce' 'Record Validation'
 'Algoworks Opportunity Manager' 'Helper Suite']"
156,Sales,Lead Scoring,"['Zoho SalesIQ' 'RD Station' 'Jornaya (formerly LeadiD)' 'LeanData'
 'MixRank' 'Mattermark' 'SalesWings' 'Custora' 'ActiveProspect'
 'Conversica' 'MadKudu' 'Alinean' 'Lattice Engines' 'ORBTR' 'BuzzBuilder'
 'Vainu.io' 'Sparklane' 'Convertable' 'Brisk.io' 'C-Radar' 'Fileboard'
 'Velocify LeadManager' 'LeadPrime' 'ByPath' 'Mobbo' 'Fiind Inc'
 'SiteStacks' 'C9']"
157,Sales,Sales Coaching,"['Ambition' 'Brainshark' 'Sandler Training' 'Showpad Coach' 'Allego'
 'Spinify' 'Tenbound' 'Gap Selling Sales Training' 'Balto' 'ExecVision'
 'Wingman' 'Refract for Sales' 'Jiminny' 'InsideSalesBox' 'PointForward'
 'New Velocity' 'SaaSy Sales Leadership']"
158,Sales,Product Configurator,"['Salesforce CRM' 'eRep CPQ +' 'Smart CPQ by FPX' 'Configure One'
 'KBMax 3D CPQ' 'Powertrak CPQ' 'Configit' 'Verenia CPQ' 'Experlogix CPQ'
 '3D Source Product Configurator' 'Apparound' 'camos Configurator'
 'Sofon Guided Selling' 'PROS Smart CPQ' 'CIS Configurator' 'Solidify']"
159,Sales,Pricing Optimization,"['Competera' 'Vistaar' 'Prisync' 'SellerActive' 'Price2Spy' 'Boardfy'
 'PROS Smart CPQ' 'Seller Dynamics' 'PriceGrid']"
160,Productivity And Operations,Digital Assessments And Tests,"['Prometric' 'Classmarker' 'Respondus' 'Quizizz' 'Questionmark'
 'Meazure Learning' 'Exam Master'
 'Scantron Certification & Licensure Testing' 'Inspera' 'Examity' 'Fry IT'
 'Assessment Technologies Institute' 'Honorlock' 'ProctorExam' 'Caveon'
 'Measurement Inc.' 'BTL Surpass'
 'NCCCO (International Assessment Institute)' 'HumRRO' 'ExamBuilder'
 'Gauge by Test' 'Alpine Testing Solutions' 'Proctortrack' 'B Virtual'
 'Rosalyn AI']"
161,Productivity And Operations,Video Editors,"['Loom' 'iMovie' 'Final Cut Pro X' 'Adobe Media Encoder' 'DaVinci Resolve'
 'Vyond' 'Filmora' 'VEGAS Pro' 'Avid Pro Tools' 'Autodesk Smoke'
 'Adobe Premiere Elements' 'DaVinci Resolve Studio' 'Lumen5' 'InVideo'
 'Rapt Media' 'Wochit' 'Synthesia' 'Motion' 'Media Encoder CC'
 'Autodesk MatchMover' 'VSDC Free Video Editor']"
162,Productivity And Operations,PDF Readers And Editors,"['Adobe Acrobat DC' 'Easy PDF' 'Adobe Acrobat Pro' 'Adobe Reader Mobile'
 'FoxIt' 'PDFescape' 'Nitro' 'Adobe Acrobat Standard DC' 'FlippingBook'
 'PDFmyURL' 'Foxit PDF Editor (formerly FoxIt PhantomPDF)'
 'callas PDF Works' 'PDFCreator' 'Power PDF' 'PDF-XChange Editor'
 'ApowerPDF']"
163,Productivity And Operations,Legal Practice Management,"['TeamConnect' 'Aderant CompuLaw' 'Litify' 'SimpleLegal' 'LawVu'
 'Aderant iTimekeep' 'Aderant Thrive' 'LexisNexis CounselLink' 'doeLEGAL'
 'Micro Focus Legal Hold' 'Aderant MatterWorks' 'Lolly Law' 'Onit ELM'
 'LegalView' 'Mitratech eCounsel']"
164,Productivity And Operations,Other Productivity Tools,"['Adobe After Effects CC' 'Oracle Consulting' 'Adobe Audition'
 'Bloomberg Terminal' 'Adobe Bridge' 'Adobe Animate CC' 'Epicor Retail'
 'Oracle iStore' 'Deltek Vantagepoint' 'CUPS' 'Toodledo' 'Docupace'
 'IBM Lotus Symphony' 'Adobe Capture CC' 'BMC Helix Digital Workplace'
 'Adobe Comp CC' 'Todo Cloud' 'Adobe Character Animator CC']"
